time_h,date,stage,flow
-0.0,01JAN2000 00:00:00,1.356,0.0
0.0833,01JAN2000 00:05:00,1.356,0.0
0.1667,01JAN2000 00:10:00,1.356,0.0
0.25,01JAN2000 00:15:00,1.356,0.001
0.3333,01JAN2000 00:20:00,1.356,0.01
0.4167,01JAN2000 00:25:00,1.356,0.037
0.5,01JAN2000 00:30:00,1.356,0.081
0.5833,01JAN2000 00:35:00,1.359,0.137
0.6667,01JAN2000 00:40:00,1.37,0.208
0.75,01JAN2000 00:45:00,1.383,0.286
0.8333,01JAN2000 00:50:00,1.393,0.374
0.9167,01JAN2000 00:55:00,1.4,0.49
1.0,01JAN2000 01:00:00,1.406,0.612
1.0833,01JAN2000 01:05:00,1.41,0.741
1.1667,01JAN2000 01:10:00,1.414,0.877
1.25,01JAN2000 01:15:00,1.417,1.025
1.3333,01JAN2000 01:20:00,1.419,1.179
1.4167,01JAN2000 01:25:00,1.421,1.332
1.5,01JAN2000 01:30:00,1.422,1.478
1.5833,01JAN2000 01:35:00,1.423,1.611
1.6667,01JAN2000 01:40:00,1.424,1.727
1.75,01JAN2000 01:45:00,1.425,1.828
1.8333,01JAN2000 01:50:00,1.426,1.925
1.9167,01JAN2000 01:55:00,1.427,2.021
2.0,01JAN2000 02:00:00,1.428,3.018
2.0833,01JAN2000 02:05:00,1.429,9.587
2.1667,01JAN2000 02:10:00,1.43,26.506
2.25,01JAN2000 02:15:00,1.431,43.007
2.3333,01JAN2000 02:20:00,1.431,54.997
2.4167,01JAN2000 02:25:00,1.432,63.971
2.5,01JAN2000 02:30:00,1.433,71.56
2.5833,01JAN2000 02:35:00,1.434,78.911
2.6667,01JAN2000 02:40:00,1.435,89.084
2.75,01JAN2000 02:45:00,1.436,100.957
2.8333,01JAN2000 02:50:00,1.437,112.691
2.9167,01JAN2000 02:55:00,1.438,124.132
3.0,01JAN2000 03:00:00,1.439,135.113
3.0833,01JAN2000 03:05:00,1.439,145.758
3.1667,01JAN2000 03:10:00,1.44,156.386
3.25,01JAN2000 03:15:00,1.441,167.059
3.3333,01JAN2000 03:20:00,1.442,177.322
3.4167,01JAN2000 03:25:00,1.442,187.005
3.5,01JAN2000 03:30:00,1.443,196.036
3.5833,01JAN2000 03:35:00,1.443,204.534
3.6667,01JAN2000 03:40:00,1.444,212.758
3.75,01JAN2000 03:45:00,1.444,232.013
3.8333,01JAN2000 03:50:00,1.445,262.129
3.9167,01JAN2000 03:55:00,1.61,307.422
4.0,01JAN2000 04:00:00,1.659,349.102
4.0833,01JAN2000 04:05:00,1.683,385.49
4.1667,01JAN2000 04:10:00,1.722,421.8
4.25,01JAN2000 04:15:00,1.785,459.843
4.3333,01JAN2000 04:20:00,1.862,501.473
4.4167,01JAN2000 04:25:00,1.938,546.625
4.5,01JAN2000 04:30:00,1.994,592.323
4.5833,01JAN2000 04:35:00,2.04,636.347
4.6667,01JAN2000 04:40:00,2.072,678.148
4.75,01JAN2000 04:45:00,2.093,718.101
4.8333,01JAN2000 04:50:00,2.093,756.399
4.9167,01JAN2000 04:55:00,2.094,793.368
