time_h,date,stage,flow
-0.0,01JAN2000 00:00:00,112.122,0.0
0.0833,01JAN2000 00:05:00,112.346,0.0
0.1667,01JAN2000 00:10:00,112.346,0.0
0.25,01JAN2000 00:15:00,112.401,0.011
0.3333,01JAN2000 00:20:00,112.518,0.142
0.4167,01JAN2000 00:25:00,112.666,0.617
0.5,01JAN2000 00:30:00,112.865,1.756
0.5833,01JAN2000 00:35:00,113.071,3.941
0.6667,01JAN2000 00:40:00,113.277,7.399
0.75,01JAN2000 00:45:00,113.448,12.117
0.8333,01JAN2000 00:50:00,113.57,17.898
0.9167,01JAN2000 00:55:00,113.68,24.43
1.0,01JAN2000 01:00:00,113.781,31.391
1.0833,01JAN2000 01:05:00,113.871,38.446
1.1667,01JAN2000 01:10:00,113.949,45.284
1.25,01JAN2000 01:15:00,114.02,51.743
1.3333,01JAN2000 01:20:00,114.082,57.757
1.4167,01JAN2000 01:25:00,114.136,63.305
1.5,01JAN2000 01:30:00,114.184,68.372
1.5833,01JAN2000 01:35:00,114.227,72.976
1.6667,01JAN2000 01:40:00,114.264,77.173
1.75,01JAN2000 01:45:00,114.298,80.989
1.8333,01JAN2000 01:50:00,114.328,84.434
1.9167,01JAN2000 01:55:00,114.354,87.53
2.0,01JAN2000 02:00:00,114.378,90.322
2.0833,01JAN2000 02:05:00,114.398,92.886
2.1667,01JAN2000 02:10:00,114.416,95.32
2.25,01JAN2000 02:15:00,114.435,97.75
2.3333,01JAN2000 02:20:00,114.455,100.352
2.4167,01JAN2000 02:25:00,114.478,103.35
2.5,01JAN2000 02:30:00,114.505,106.997
2.5833,01JAN2000 02:35:00,114.536,111.505
2.6667,01JAN2000 02:40:00,114.575,116.996
2.75,01JAN2000 02:45:00,114.619,123.525
2.8333,01JAN2000 02:50:00,114.669,131.085
2.9167,01JAN2000 02:55:00,114.723,139.585
3.0,01JAN2000 03:00:00,114.78,148.865
3.0833,01JAN2000 03:05:00,114.841,158.769
3.1667,01JAN2000 03:10:00,114.902,169.171
3.25,01JAN2000 03:15:00,114.963,179.912
3.3333,01JAN2000 03:20:00,115.025,190.812
3.4167,01JAN2000 03:25:00,115.083,201.721
3.5,01JAN2000 03:30:00,115.141,212.531
3.5833,01JAN2000 03:35:00,115.195,223.21
3.6667,01JAN2000 03:40:00,115.246,233.834
3.75,01JAN2000 03:45:00,115.299,244.664
3.8333,01JAN2000 03:50:00,115.352,256.168
3.9167,01JAN2000 03:55:00,115.406,267.911
4.0,01JAN2000 04:00:00,115.455,279.151
4.0833,01JAN2000 04:05:00,115.501,289.507
4.1667,01JAN2000 04:10:00,115.541,298.883
4.25,01JAN2000 04:15:00,115.578,307.437
4.3333,01JAN2000 04:20:00,115.612,315.544
4.4167,01JAN2000 04:25:00,115.645,323.773
4.5,01JAN2000 04:30:00,115.683,333.009
4.5833,01JAN2000 04:35:00,115.731,344.989
4.6667,01JAN2000 04:40:00,115.805,363.637
4.75,01JAN2000 04:45:00,115.932,396.654
4.8333,01JAN2000 04:50:00,116.134,452.465
4.9167,01JAN2000 04:55:00,116.393,528.874
5.0,01JAN2000 05:00:00,116.65,610.149
5.0833,01JAN2000 05:05:00,116.866,682.02
5.1667,01JAN2000 05:10:00,117.038,741.656
5.25,01JAN2000 05:15:00,117.184,794.698
5.3333,01JAN2000 05:20:00,117.33,850.047
5.4167,01JAN2000 05:25:00,117.506,918.063
5.5,01JAN2000 05:30:00,117.735,1009.73
5.5833,01JAN2000 05:35:00,118.028,1132.48
5.6667,01JAN2000 05:40:00,118.374,1284.1
5.75,01JAN2000 05:45:00,118.737,1450.33
5.8333,01JAN2000 05:50:00,119.077,1611.62
5.9167,01JAN2000 05:55:00,119.337,1753.71
6.0,01JAN2000 06:00:00,119.535,1871.95
6.0833,01JAN2000 06:05:00,119.693,1969.069
6.1667,01JAN2000 06:10:00,119.825,2051.169
6.25,01JAN2000 06:15:00,119.94,2124.44
6.3333,01JAN2000 06:20:00,120.05,2194.31
6.4167,01JAN2000 06:25:00,120.158,2265.37
6.5,01JAN2000 06:30:00,120.273,2341.29
6.5833,01JAN2000 06:35:00,120.398,2424.48
6.6667,01JAN2000 06:40:00,120.532,2515.411
6.75,01JAN2000 06:45:00,120.672,2612.28
6.8333,01JAN2000 06:50:00,120.814,2711.399
6.9167,01JAN2000 06:55:00,120.951,2808.349
7.0,01JAN2000 07:00:00,121.078,2899.33
7.0833,01JAN2000 07:05:00,121.192,2982.07
7.1667,01JAN2000 07:10:00,121.292,3056.03
7.25,01JAN2000 07:15:00,121.381,3121.96
7.3333,01JAN2000 07:20:00,121.46,3181.28
7.4167,01JAN2000 07:25:00,121.531,3235.47
7.5,01JAN2000 07:30:00,121.598,3285.76
7.5833,01JAN2000 07:35:00,121.656,3333.11
7.6667,01JAN2000 07:40:00,121.708,3378.29
7.75,01JAN2000 07:45:00,121.757,3421.81
7.8333,01JAN2000 07:50:00,121.804,3464.03
7.9167,01JAN2000 07:55:00,121.851,3505.47
8.0,01JAN2000 08:00:00,121.896,3546.62
8.0833,01JAN2000 08:05:00,121.943,3587.96
8.1667,01JAN2000 08:10:00,121.988,3629.93
8.25,01JAN2000 08:15:00,122.035,3672.42
8.3333,01JAN2000 08:20:00,122.08,3715.11
8.4167,01JAN2000 08:25:00,122.125,3757.719
8.5,01JAN2000 08:30:00,122.17,3800.0
8.5833,01JAN2000 08:35:00,122.214,3841.81
8.6667,01JAN2000 08:40:00,122.258,3882.93
8.75,01JAN2000 08:45:00,122.3,3923.24
8.8333,01JAN2000 08:50:00,122.34,3962.93
8.9167,01JAN2000 08:55:00,122.381,4002.05
9.0,01JAN2000 09:00:00,122.42,4040.62
9.0833,01JAN2000 09:05:00,122.459,4078.65
9.1667,01JAN2000 09:10:00,122.497,4116.169
9.25,01JAN2000 09:15:00,122.535,4153.43
9.3333,01JAN2000 09:20:00,122.573,4190.62
9.4167,01JAN2000 09:25:00,122.61,4227.971
9.5,01JAN2000 09:30:00,122.648,4265.77
9.5833,01JAN2000 09:35:00,122.686,4303.88
9.6667,01JAN2000 09:40:00,122.723,4341.95
9.75,01JAN2000 09:45:00,122.759,4379.74
9.8333,01JAN2000 09:50:00,122.797,4417.049
9.9167,01JAN2000 09:55:00,122.833,4454.1
10.0,01JAN2000 10:00:00,122.868,4491.2
10.0833,01JAN2000 10:05:00,122.904,4528.69
10.1667,01JAN2000 10:10:00,122.942,4567.25
10.25,01JAN2000 10:15:00,122.979,4607.15
10.3333,01JAN2000 10:20:00,123.02,4648.61
10.4167,01JAN2000 10:25:00,123.061,4691.8
10.5,01JAN2000 10:30:00,123.103,4736.87
10.5833,01JAN2000 10:35:00,123.147,4783.97
10.6667,01JAN2000 10:40:00,123.193,4833.06
10.75,01JAN2000 10:45:00,123.24,4884.14
10.8333,01JAN2000 10:50:00,123.29,4937.47
10.9167,01JAN2000 10:55:00,123.341,4993.09
11.0,01JAN2000 11:00:00,123.394,5050.83
11.0833,01JAN2000 11:05:00,123.448,5111.11
11.1667,01JAN2000 11:10:00,123.505,5174.73
11.25,01JAN2000 11:15:00,123.566,5242.51
11.3333,01JAN2000 11:20:00,123.63,5315.19
11.4167,01JAN2000 11:25:00,123.7,5393.33
11.5,01JAN2000 11:30:00,123.773,5477.69
11.5833,01JAN2000 11:35:00,123.855,5569.37
11.6667,01JAN2000 11:40:00,123.941,5669.35
11.75,01JAN2000 11:45:00,124.036,5780.209
11.8333,01JAN2000 11:50:00,124.141,5904.99
11.9167,01JAN2000 11:55:00,124.266,6053.779
12.0,01JAN2000 12:00:00,124.418,6238.049
12.0833,01JAN2000 12:05:00,124.599,6458.94
12.1667,01JAN2000 12:10:00,124.806,6717.827
12.25,01JAN2000 12:15:00,125.024,6993.77
12.3333,01JAN2000 12:20:00,125.228,7257.997
12.4167,01JAN2000 12:25:00,125.411,7499.723
12.5,01JAN2000 12:30:00,125.573,7715.24
12.5833,01JAN2000 12:35:00,125.722,7915.822
12.6667,01JAN2000 12:40:00,125.87,8116.84
12.75,01JAN2000 12:45:00,126.025,8331.23
12.8333,01JAN2000 12:50:00,126.206,8583.74
12.9167,01JAN2000 12:55:00,126.42,8887.477
13.0,01JAN2000 13:00:00,126.668,9246.59
13.0833,01JAN2000 13:05:00,126.953,9663.406
13.1667,01JAN2000 13:10:00,127.266,10133.606
13.25,01JAN2000 13:15:00,127.609,10656.5
13.3333,01JAN2000 13:20:00,127.975,11229.208
13.4167,01JAN2000 13:25:00,128.362,11849.7
13.5,01JAN2000 13:30:00,128.767,12515.3
13.5833,01JAN2000 13:35:00,129.189,13222.0
13.6667,01JAN2000 13:40:00,129.62,13961.19
13.75,01JAN2000 13:45:00,130.05,14717.7
13.8333,01JAN2000 13:50:00,130.469,15468.991
13.9167,01JAN2000 13:55:00,130.862,16188.508
14.0,01JAN2000 14:00:00,131.216,16849.0
14.0833,01JAN2000 14:05:00,131.522,17427.605
14.1667,01JAN2000 14:10:00,131.772,17907.1
14.25,01JAN2000 14:15:00,131.963,18277.0
14.3333,01JAN2000 14:20:00,132.095,18532.9
14.4167,01JAN2000 14:25:00,132.168,18676.398
14.5,01JAN2000 14:30:00,132.186,18714.199
14.5833,01JAN2000 14:35:00,132.167,18656.801
14.6667,01JAN2000 14:40:00,132.097,18517.498
14.75,01JAN2000 14:45:00,131.998,18310.6
14.8333,01JAN2000 14:50:00,131.86,18050.596
14.9167,01JAN2000 14:55:00,131.703,17751.1
15.0,01JAN2000 15:00:00,131.538,17424.201
15.0833,01JAN2000 15:05:00,131.354,17080.1
15.1667,01JAN2000 15:10:00,131.162,16727.004
15.25,01JAN2000 15:15:00,130.973,16371.502
15.3333,01JAN2000 15:20:00,130.786,16018.805
15.4167,01JAN2000 15:25:00,130.59,15672.097
15.5,01JAN2000 15:30:00,130.407,15333.9
15.5833,01JAN2000 15:35:00,130.225,15005.096
15.6667,01JAN2000 15:40:00,130.046,14686.0
15.75,01JAN2000 15:45:00,129.867,14376.6
15.8333,01JAN2000 15:50:00,129.7,14076.1
15.9167,01JAN2000 15:55:00,129.525,13783.604
16.0,01JAN2000 16:00:00,129.361,13498.4
16.0833,01JAN2000 16:05:00,129.197,13219.701
16.1667,01JAN2000 16:10:00,129.035,12946.6
16.25,01JAN2000 16:15:00,128.872,12678.4
16.3333,01JAN2000 16:20:00,128.719,12414.399
16.4167,01JAN2000 16:25:00,128.559,12154.701
16.5,01JAN2000 16:30:00,128.401,11899.5
16.5833,01JAN2000 16:35:00,128.244,11648.899
16.6667,01JAN2000 16:40:00,128.097,11403.1
16.75,01JAN2000 16:45:00,127.943,11162.1
16.8333,01JAN2000 16:50:00,127.79,10925.8
16.9167,01JAN2000 16:55:00,127.639,10694.3
17.0,01JAN2000 17:00:00,127.497,10467.2
17.0833,01JAN2000 17:05:00,127.348,10244.7
17.1667,01JAN2000 17:10:00,127.202,10026.7
17.25,01JAN2000 17:15:00,127.064,9813.38
17.3333,01JAN2000 17:20:00,126.922,9605.089
17.4167,01JAN2000 17:25:00,126.781,9402.06
17.5,01JAN2000 17:30:00,126.65,9204.64
17.5833,01JAN2000 17:35:00,126.518,9013.11
17.6667,01JAN2000 17:40:00,126.388,8827.68
17.75,01JAN2000 17:45:00,126.26,8648.53
17.8333,01JAN2000 17:50:00,126.139,8475.79
17.9167,01JAN2000 17:55:00,126.02,8309.5
18.0,01JAN2000 18:00:00,125.901,8149.599
18.0833,01JAN2000 18:05:00,125.791,7996.0
18.1667,01JAN2000 18:10:00,125.682,7848.63
18.25,01JAN2000 18:15:00,125.573,7707.312
18.3333,01JAN2000 18:20:00,125.472,7571.791
18.4167,01JAN2000 18:25:00,125.372,7441.801
18.5,01JAN2000 18:30:00,125.28,7317.05
18.5833,01JAN2000 18:35:00,125.188,7197.31
18.6667,01JAN2000 18:40:00,125.096,7082.29
18.75,01JAN2000 18:45:00,125.011,6971.74
18.8333,01JAN2000 18:50:00,124.928,6865.41
18.9167,01JAN2000 18:55:00,124.852,6762.891
19.0,01JAN2000 19:00:00,124.769,6663.8
19.0833,01JAN2000 19:05:00,124.693,6567.771
19.1667,01JAN2000 19:10:00,124.619,6474.359
19.25,01JAN2000 19:15:00,124.544,6383.71
19.3333,01JAN2000 19:20:00,124.475,6296.16
19.4167,01JAN2000 19:25:00,124.401,6211.98
19.5,01JAN2000 19:30:00,124.334,6131.35
19.5833,01JAN2000 19:35:00,124.274,6054.28
19.6667,01JAN2000 19:40:00,124.213,5980.81
19.75,01JAN2000 19:45:00,124.153,5910.84
19.8333,01JAN2000 19:50:00,124.094,5843.94
19.9167,01JAN2000 19:55:00,124.04,5779.79
20.0,01JAN2000 20:00:00,123.987,5718.11
20.0833,01JAN2000 20:05:00,123.94,5658.69
20.1667,01JAN2000 20:10:00,123.887,5601.331
20.25,01JAN2000 20:15:00,123.841,5545.79
20.3333,01JAN2000 20:20:00,123.794,5491.92
20.4167,01JAN2000 20:25:00,123.749,5439.55
20.5,01JAN2000 20:30:00,123.703,5388.6
20.5833,01JAN2000 20:35:00,123.657,5338.971
20.6667,01JAN2000 20:40:00,123.617,5290.56
20.75,01JAN2000 20:45:00,123.572,5243.32
20.8333,01JAN2000 20:50:00,123.532,5197.219
20.9167,01JAN2000 20:55:00,123.493,5152.19
21.0,01JAN2000 21:00:00,123.448,5108.17
21.0833,01JAN2000 21:05:00,123.409,5065.08
21.1667,01JAN2000 21:10:00,123.376,5022.9
21.25,01JAN2000 21:15:00,123.337,4981.52
21.3333,01JAN2000 21:20:00,123.298,4940.84
21.4167,01JAN2000 21:25:00,123.259,4900.76
21.5,01JAN2000 21:30:00,123.226,4861.22
21.5833,01JAN2000 21:35:00,123.188,4822.189
21.6667,01JAN2000 21:40:00,123.15,4783.65
21.75,01JAN2000 21:45:00,123.117,4745.589
21.8333,01JAN2000 21:50:00,123.079,4708.01
21.9167,01JAN2000 21:55:00,123.047,4670.94
22.0,01JAN2000 22:00:00,123.009,4634.43
22.0833,01JAN2000 22:05:00,122.977,4598.55
22.1667,01JAN2000 22:10:00,122.945,4563.32
